STRUCTURE_NUMBER_008,YEAR_BUILT_027,YEAR_RECONSTRUCTED_106,HISTORY_037,SERVICE_ON_042A,ROUTE_PREFIX_005B,LOCATION_009,FED_AGENCY,LAT_016,LONG_017
000000000029217,1938,0.0,5,1,3,'VILLAGE OF COAL RUN',N,40475356,76305649
000000000029219,1950,0.0,5,5,3,'1 MI SE OF KULPMONT',N,40471372,76270173
000000000029220,1993,0.0,5,1,3,'1.5 M S OF STRONG',N,40472873,76262689
000000000029221,1992,0.0,5,1,3,'0.5 M SE OF STRONG',N,40474200,76255982
000000000029223,1961,0.0,5,1,3,'1 MI SOUTH OF TREVORTON',N,40462175,76405217
000000000029224,1939,1989.0,5,1,3,'2 MI SW OF GOWEN CITY',N,40443636,76341641
000000000029225,1915,1988.0,5,1,3,'2 MI SW OF GOWAN CITY',N,40443517,76341750
000000000029226,1937,2008.0,5,1,3,'VILLAGE OF OTTO',N,40430072,76475427
000000000029227,1933,1979.0,5,1,3,'0.5 MI N OF URBAN',N,40410688,76461554
000000000029228,1922,0.0,5,1,3,'2 MI SE OF RED CROSS',N,40412770,76463184
000000000029229,1950,2010.0,5,1,3,'VILLAGE OF RAKER',N,40452109,76451599
000000000029233,1948,0.0,5,1,3,'4.5 MI E OF HERNDON',N,40430085,76453667
000000000029234,1940,2001.0,5,1,3,'1 MI SOUTH OF DORNSIFE',N,40435462,76473851
000000000029236,1946,1973.0,5,1,3,'VILLAGE OF RED CROSS',N,40424259,76471295
000000000029237,1931,0.0,5,1,3,'1 MI E OF RED CROSS',N,40430246,76460492
000000000029239,1940,0.0,5,1,3,'VILLAGE OF REBUCK',N,40431811,76440482
000000000029246,1957,0.0,5,1,3,'2.25 MI S OF LECK KILL',N,40410670,76380087
000000000029247,1995,0.0,5,1,3,'0.5 MI N OF MANDATA',N,40411033,76494133
000000000029252,1957,0.0,5,1,3,'0.5 MI EAST OF URBAN',N,40405400,76460719
000000000029253,1974,0.0,5,1,3,'VILLAGE OF PILLOW',N,40383376,76474524
000000000029258,1938,0.0,5,1,3,'6 MILES EAST OF PILLOW',N,40395432,76415255
000000000029259,1941,1981.0,5,1,3,'6.25 MI E OF PILLOW',N,40394969,76413547
000000000029267,1941,0.0,5,1,3,'RIVERSIDE BORO',N,40564705,76393576
000000000029269,1986,0.0,5,1,3,'BORO OF RIVERSIDE',N,40563900,76385700
000000000029270,1961,2012.0,5,1,3,'RIVERSIDE BORO',N,40563896,76385698
000000000029271,1974,0.0,5,1,3,'BORO OF RIVERSIDE',N,40562588,76381380
000000000029274,1912,1980.0,5,1,3,'5 MI NE OF SUNBURY',N,40541462,76435475
000000000029275,1939,2003.0,5,1,3,'6 MI.W.OF RIVERSIDE',N,40544785,76413911
000000000029276,1957,0.0,5,1,3,'4 MI.S OF RIVERSIDE',N,40544652,76382545
000000000029277,1930,0.0,5,1,3,'SNYDERTOWN BORO',N,40522725,76401807
000000000029279,1960,0.0,5,1,3,'4.5 MI SW OF RIVERSIDE',N,40542994,76413348
000000000029281,1974,2011.0,5,1,3,'3 MI.E OF SUNBURY',N,40522530,76421206
000000000029282,1974,2009.0,5,1,3,'1.5 MI EAST OF SUNBURY',N,40515752,76450245
000000000029289,1934,0.0,5,1,3,'1.5 MI W OF ELYSBURG',N,40521591,76350924
000000000029290,1939,1994.0,5,1,3,'3 MI SW OF STONINGTON',N,40494461,76422797
000000000029291,1939,1997.0,5,1,3,'1.5 MI SW OF STONINGTON',N,40495672,76421682
000000000029293,1939,1999.0,5,1,3,'1.5 MI SE OF HAMILTON',N,40505603,76440441
000000000029294,1939,1993.0,5,1,3,'2MI.SE OF HAMILTON',N,40505267,76434870
000000000029295,1922,0.0,5,1,3,'1 MILE SOUTH OF SUNBURY',N,40500103,76482999
000000000029296,1911,1992.0,5,1,3,'1.5 MI SOUTH OF SUNBURY',N,40495143,76475521
000000000029299,1947,0.0,5,1,3,'7 MI SOUTHEAST OF SUNBURY',N,40495830,76451035
000000000029302,1921,0.0,5,5,3,'VILLAGE OF ASHERTON',N,40470726,76500635
000000000029305,1970,2001.0,5,1,3,'VILLAGE OF AUGUSTAVILLE',N,40481672,76443415
000000000029307,1961,0.0,5,1,3,'2 MI E OF FISHERS FERRY',N,40460609,76490273
000000000029309,1934,0.0,5,1,3,'.5 MI W OF RESLER',N,40464393,76471263
000000000029315,1996,0.0,5,1,3,'3 MI W OF WEIGH SCALES',N,40485988,76361718
000000000029317,1967,0.0,5,1,3,'1 MI W.OF WEIGH SCALES',N,40492123,76350867
000000000029319,1990,0.0,5,5,5,'1.5 MI NW OF SHAMOKIN',N,40481641,76343624
000000000029320,2015,0.0,5,1,5,'0.1 MI.N.OF INT.PA44 T608',N,41042807,76495938
000000000029323,1973,2018.0,5,1,5,'DELAWARE TOWNSHIP DEWART',N,41064715,76525330
000000000029325,1986,,5,1,5,'NORTHEAST OF DEWART',N,41072884,76500897
000000000029326,1950,2014.0,5,1,5,'3 MI NE OF WATSONTOWN',N,41073794,76500896
000000000029327,1991,0.0,5,1,5,'3 MI NE OF WATSONTOWN',N,41074963,76494243
000000000029329,1830,2013.0,1,1,5,'T-573 (Snyder Road)',N,40573646,76485708
000000000029330,1881,1985.0,1,1,5,'EAST OF POTTSGROVE',N,41000734,76462513
000000000029331,1960,2011.0,5,1,5,'0.5 MI S OF HERNDON',N,40414625,76510996
000000000029333,1954,1988.0,5,1,5,'EAST OF HERNDON',N,40421925,76472929
000000000029336,1896,1975.0,5,1,5,'LEWIS TWP',N,41064114,76473000
000000000029337,1920,1979.0,5,1,5,'W OF TURBOTVILLE',N,41062480,76473239
000000000029338,1900,2020.0,5,1,5,'LEWIS TOWNSHIP',N,41094564,76460377
000000000029339,1904,1986.0,5,1,5,'0.7MI N OF INT T675 T672',N,41102365,76460960
000000000029340,1975,0.0,5,1,5,'EAST OF DORNSIFE',N,40451656,76452541
000000000029341,1996,0.0,5,1,5,'SW OF TREVORTON',N,40455421,76442997
000000000029342,1951,0.0,5,1,5,'E.OF FISHERS FERRY',N,40462303,76480143
000000000029343,1904,2012.0,5,1,5,'S OF SUNBURY',N,40474774,76482322
000000000029344,1986,0.0,5,1,5,'1 MI. S. MANDATA',N,40403349,76495022
000000000029345,1991,0.0,5,1,5,'2.5 MI NE OF NORTHD BORO',N,40544515,76455976
000000000029348,1876,0.0,1,1,5,'E OF ELYSBURG',N,40505055,76302700
000000000029350,1903,1984.0,5,1,5,'E OF ELYSBURG',N,40501426,76301782
000000000029352,1870,1983.0,5,1,5,'E. OF ELYSBURG',N,40512838,76295933
000000000029353,1852,0.0,1,1,5,'E. OF ELYSBURG',N,40520258,76302916
000000000029354,1995,0.0,5,1,5,'SEVEN POINTS',N,40492163,76441174
000000000029355,1920,0.0,5,1,5,'1 MI. SE OF HAMILTON',N,40510253,76451566
000000000029356,1900,,5,1,5,'SE OF SUNBURY',N,40502440,76455102
000000000029357,1911,2016.0,5,1,5,'0.4 MI NW OF AUGUSTAVILLE',N,40484557,76444056
000000000029358,1985,0.0,5,1,5,'2 MI WEST OF SEVEN POINTS',N,40494681,76450031
000000000029359,1920,0.0,5,1,5,'0.9 MI NE SEVEN POINTS',N,40500441,76432040
000000000029360,1989,0.0,5,1,5,'1.5 MI NW OF SEVEN POINTS',N,40502000,76434004
000000000029361,1939,2018.0,5,1,5,'N OF SEVEN POINTS',N,40500672,76423642
000000000029362,1903,1983.0,5,1,5,'1 MI S.OF HAMILTON',N,40510180,76452164
000000000029363,1941,2015.0,5,1,5,'SE OF SUNBURY',N,40502687,76461132
000000000029366,1965,0.0,5,5,5,'WEIGH SCALES',N,40484018,76350117
000000000029367,1904,1984.0,5,1,5,'.5 MI S OF STONINGTON',N,40505051,76400146
000000000029368,1930,0.0,5,1,5,'SNUFFTOWN SOUTH OF SR 61',N,40504959,76353099
000000000029369,1903,1991.0,5,1,5,'0.7 MILE N.W. OF SHAMROCK',N,40520915,76353879
000000000029370,1935,2012.0,5,1,5,'T-766 (Poppy Road)',N,40522418,76354609
000000000029371,1949,0.0,5,1,5,'4 MI N OF MILTON',N,41023690,76480241
000000000029372,1969,0.0,4,1,5,'0.5 MI N OF INT T589 T572',N,41021924,76502296
000000000029373,1942,0.0,5,1,5,'1.5 MI N OF MILTON BORO',N,41022655,76503411
000000000029374,1921,0.0,5,1,3,'2 MI N OF MILTON',N,41024228,76505856
000000000029375,1888,2013.0,5,1,5,'E OF SUNBURY',N,40521440,76432365
000000000029376,1897,1973.0,5,1,5,'3 MI E OF REBUCK',N,40424953,76405822
000000000029377,1974,0.0,5,1,5,'EAST OF REBUCK',N,40430072,76401801
000000000029379,1897,2018.0,5,1,5,'LECK KILL',N,40430658,76372100
000000000029380,1960,1986.0,5,1,5,'WEST OF REBUCK',N,40430209,76444948
000000000029381,1913,2014.0,5,1,5,'1 MI E OF RED CROSS',N,40425802,76464583
000000000029384,1897,1972.0,5,1,5,'0.5 MI. W. OF REBUCK',N,40431355,76442865
000000000029385,1874,1983.0,1,1,5,'0.6 MI ENE OF REBUCK',N,40432326,76431065
000000000029387,1974,0.0,5,1,5,'E OF REBUCK',N,40424534,76414650
000000000029388,1910,0.0,5,1,5,'1.9 MI. N OF LECK KILL',N,40443470,76372694
000000000029390,1904,1997.0,5,1,5,'TREVORTON',N,40465641,76404134
000000000029393,1891,1981.0,5,5,5,'CITY OF SHAMOKIN',N,40472070,76333718
000000000029394,1995,,5,1,5,'SIXTH STREET BRIDGE',N,40470565,76333616
000000000029395,1937,1977.0,5,5,5,'SHAMOKIN CITY',N,40472560,76332304
000000000029396,1994,0.0,5,5,5,'SHAMOKIN CITY',N,40471894,76334692
000000000029397,1993,0.0,5,5,5,'SHAMOKIN CITY',N,40471477,76333947
000000000029398,1910,1979.0,5,5,5,'CITY OF SHAMOKIN',N,40472904,76331356
000000000029399,1992,0.0,5,5,5,'SHAMOKIN CITY SPRUCE ST.',N,40471152,76333809
000000000029401,1916,1979.0,5,5,5,'SHAMOKIN CITY',N,40470621,76330507
000000000029402,1989,0.0,5,1,5,'CITY OF SHAMOKIN',N,40472643,76331005
000000000029403,1914,1981.0,5,5,5,'SHAMOKIN CITY',N,40472324,76334671
000000000029404,1906,1949.0,5,5,5,'SHAMOKIN CITY',N,40470146,76330084
000000000029405,1935,0.0,5,5,5,'SHAMOKIN CITY',N,40465950,76333491
000000000029407,1995,0.0,5,5,5,'MILTON BORO',N,41010101,76503479
000000000029408,1910,0.0,1,5,5,'MILTON BORO',N,41010134,76511151
000000000029409,1970,0.0,4,5,5,'MILTON BORO',N,41010358,76501423
000000000029410,1990,0.0,5,5,5,'MILTON BORO',N,41010059,76510512
000000000029412,1991,,5,5,5,'MILTON BORO',N,41005937,76505250
000000000029414,1983,0.0,5,1,5,'BORO OF MOUNT CARMEL',N,40480182,76242443
000000000029416,2002,0.0,5,5,5,'MOUNT CARMEL BORO',N,40475630,76250035
000000000029418,1988,0.0,5,1,5,'SNYDERTOWN BORO',N,40520682,76401764
000000000029419,1994,,5,1,5,'SNDRTWN FRIEDLINE R',N,40522061,76401164
000000000029420,1987,0.0,4,5,5,'WATSONTOWN BOROUGH',N,41045548,76513511
000000000029421,1970,0.0,5,1,3,'2 MI NE OF PAXINOS',N,40471851,76312000
000000000029422,1962,1995.0,5,1,3,'1.5 MI E OF MILTON',N,41011094,76472618
000000000029423,1962,1995.0,5,1,3,'1.5 MI E OF MILTON',N,41011136,76473581
000000000029426,1936,0.0,5,1,2,'MARYSVILLE BORO',N,40201587,76553965
000000000029427,1936,2015.0,5,5,2,'MARYSVILLE  BORO',N,40203483,76554710
000000000029429,1959,1995.0,5,1,2,'NEAR DUNCANNON BORO',N,40225990,77014437
000000000029431,1959,1995.0,5,1,2,'NEAR DUNCANNON BORO',N,40231444,77015241
000000000029432,1959,1995.0,5,1,2,'DUNCANNON BORO',N,40231784,77015427
000000000029434,1959,1995.0,5,1,2,'DUNCANNON',N,40233993,77020827
000000000029435,1959,1996.0,5,1,2,'1MI WEST OF DUNCANNON',N,40241092,77015653
000000000029440,1951,1995.0,5,1,2,'3 MI. S. OF LIVERPOOL',N,40313530,76590936
000000000029452,1935,1947.0,5,1,3,'KISTLER',N,40232294,77260189
000000000029453,1950,0.0,5,1,3,'1 MI. E. KISTLER',N,40234351,77252599
000000000029456,1941,2011.0,5,1,3,'2 MILES W. OF ICKESBURG',N,40254412,77231165
000000000029457,1956,0.0,5,1,3,'1.5 MILE W. OF ICKESBURG',N,40262875,77221478
000000000029463,1968,0.0,5,5,3,'MILLERSTOWN',N,40325360,77092948
000000000029467,1958,0.0,5,1,3,'1 MI. N. OF LIVERPOOL',N,40344319,76595190
000000000029470,1966,0.0,5,1,2,'MILLERSTOWN BORO',N,40325583,77092185
000000000029472,1966,0.0,5,1,2,'MILLERSTOWN BORO',N,40325659,77092115
000000000029473,1966,0.0,5,1,2,'0.5MI SE OF MILLERSTOWN',N,40322592,77084412
000000000029474,1966,0.0,5,1,2,'0.8MI SE OF MILLERSTOWN',N,40321571,77083569
000000000029475,1966,0.0,5,1,2,'0.5MI SE OF MILLERSTOWN',N,40322716,77084400
000000000029476,1966,0.0,5,1,2,'0.8MI SE OF MILLERSTOWN',N,40321622,77083481
000000000029478,1966,0.0,5,1,2,'1.5MI SE OF MILLERSTOWN',N,40314290,77080929
000000000029479,1966,0.0,5,1,2,'1.5MI SE OF MILLERSTOWN',N,40314327,77080829
000000000029480,1966,0.0,5,1,2,'2.4MI SE OF MILLERSTOWN',N,40305800,77074143
000000000029481,1965,0.0,5,1,2,'2.5MI SE OF MILLERSTOWN',N,40305469,77074019
000000000029482,1966,0.0,5,1,2,'2.4MI SE OF MILLERSTOWN',N,40305839,77074036
000000000029483,1966,0.0,5,1,2,'2 MI.NE OF NEWPORT BORO',N,40294100,77062883
000000000029484,1966,0.0,5,1,2,'2 MI.NE OF NEWPORT BORO',N,40294176,77062840
000000000029486,1966,0.0,5,1,2,'4.4 MI.NW OF AMITY HALL',N,40284882,77025197
000000000029488,1966,0.0,5,1,2,'4.4 MI.NW OF AMITY HALL',N,40284938,77025115
000000000029492,1964,2011.0,5,1,2,'3 MI.N. OF AMITY HALL',N,40270131,77011560
000000000029493,1963,0.0,5,1,2,'0.8 MI.N.OF AMITY HALL',N,40255970,77004629
000000000029494,1963,0.0,5,1,2,'AMITY HALL',N,40253617,77003815
000000000029495,1963,0.0,5,1,2,'.5 MI N OF AMITY HALL',N,40255930,77004521
000000000029504,1985,0.0,5,1,3,'BORO OF BLOOMFIELD',N,40245812,77110517
000000000029507,1929,1968.0,1,5,3,'NEWPORT BORO',N,40282700,77074000
000000000029509,1934,0.0,5,5,3,'EAST OF NEWPORT BORO',N,40284439,77074152
000000000029511,1923,0.0,5,1,3,'NEAR LEBO',N,40183112,77164676
000000000029512,1937,1986.0,5,1,3,'0.5 MI. S. BRIDGEPORT',N,40192137,77170138
000000000029514,1954,2011.0,5,1,3,'NEAR BRIDGEPORT',N,40194545,77171022
000000000029515,1959,0.0,5,1,3,'NEAR ALINDA',N,40201896,77170439
000000000029519,1933,1985.0,5,1,3,'4 MI S OF ICKESBURG',N,40252947,77204376
000000000029520,1992,0.0,5,1,3,'ROSEBURG',N,40262708,77195674
000000000029525,1939,2010.0,5,1,3,'1 MI. W OF LANDISBURG',N,40202534,77193167
000000000029526,1992,0.0,5,1,3,'NEAR  LANDISBURG',N,40203140,77184771
000000000029546,1933,1986.0,5,1,3,'1 MI E. OF FORT ROBINSON',N,40213179,77222138
000000000029548,1992,0.0,5,1,3,'GREEN PARK',N,40223855,77184181
000000000029553,1934,2012.0,5,1,3,'NEAR MARKELSVILLE',N,40273681,77150394
000000000029554,1948,2011.0,5,1,3,'NEAR MARKELSVILLE',N,40280719,77134821
000000000029556,1989,0.0,5,1,3,'WILA',N,40285601,77102637
000000000029558,1959,1995.0,5,1,3,'1MI WEST OF DUCANNON',N,40244083,77013358
000000000029560,1992,0.0,5,1,3,'7 MI. N.W. KISTLER',N,40234392,77321158
000000000029564,1961,0.0,5,1,3,'KISTLER',N,40231938,77255971
000000000029567,1957,0.0,5,1,3,'2 MI. N. LANDISBURG',N,40213052,77190476
000000000029568,1929,0.0,5,1,3,'ALINDA',N,40204605,77170877
000000000029570,1928,0.0,5,1,3,'2MI WEST OF DROMGOLD',N,40210624,77123786
000000000029573,1962,2017.0,5,1,3,'E. 2 MI. OF SHERMANSDALE',N,40191294,77080193
000000000029574,1962,2017.0,5,1,3,'2 MI. E. SHERMANSDALE',N,40191469,77075567
000000000029575,1962,2017.0,5,1,3,'3 MI. E. OF SHERMANSDALE',N,40191905,77064656
000000000029577,1956,0.0,5,1,3,'4.5 MI. W. MARYSVILLE',N,40193846,77001868
000000000029578,1956,0.0,5,1,3,'2 MI. W. MARYSVILLE',N,40193432,76594727
000000000029581,1961,0.0,5,1,3,'2.0 MI W OF LIVERPOOL',N,40340516,77005449
000000000029587,1938,0.0,5,1,3,'2 MI WEST OF NEKODA',N,40350171,77082924
000000000029589,1950,0.0,5,1,3,'BERLEE',N,40332422,77030567
000000000029594,1948,0.0,5,1,3,'2.5 MI.S.W. MILLERSTOWN',N,40320786,77061460
000000000029596,1952,2011.0,2,1,3,'3 MI S OF MILLERSTOWN',N,40311184,77072524
000000000029607,1925,0.0,5,1,3,'1.5 MI S OF MILLERSTOWN',N,40321586,77084368
000000000029608,1966,0.0,5,5,3,'0.2MI SE OF MILLERSTOWN',N,40323405,77085978
000000000029609,1920,0.0,5,1,3,'AT MT. PATRICK',N,40313723,76591668
000000000029622,1938,1948.0,5,1,3,'1 MI NORTH OF NEWPORT',N,40293909,77081916
000000000029631,1961,0.0,5,1,3,'MONTEBELLO',N,40252272,77052814
000000000029632,1932,2014.0,5,5,3,'DUNCANNON BORO',N,40231847,77015224
000000000029633,1930,,5,5,3,'DUNCANON',N,40230156,77015138
000000000029634,1950,0.0,5,1,3,'AT CENTER SQUARE',N,40174771,77330414
000000000029635,1959,0.0,5,1,3,'1 MI.E. OF NEW GERMANTOWN',N,40183107,77332297
000000000029640,1996,0.0,5,1,3,'5 MI.N. NEW GERMANTOWN',N,40202253,77354284
000000000029641,1996,0.0,5,1,3,'5 MI.N. OF NEW GERMANTWN',N,40203393,77354326
000000000029643,1960,0.0,5,1,3,'0.8MI SW CENTER SQUARE',N,40172114,77334094
000000000029647,1880,2008.0,4,1,3,'1.5 MI.S. OF ANDERSONBURG',N,40200233,77281366
000000000029649,1937,2016.0,5,1,3,'ANDERSONBURG',N,40204778,77275504
000000000029653,1930,1994.0,5,1,3,'3 MI. S.W. OF BLAIN',N,40183609,77293447
000000000029654,1940,1965.0,5,1,3,'1 MI SOUTH OF BLAIN',N,40194586,77295632
000000000029655,1959,0.0,5,1,3,'1 MI SOUTH OF BLAIN',N,40195418,77301235
000000000029658,1937,1973.0,5,1,3,'1 MI. W. KISTLER',N,40225330,77264040
000000000029660,1864,2007.0,4,1,3,'4.75 Mi East of Blain',N,40210216,77252721
000000000029662,1899,2015.0,2,1,3,'NEAR CENTRE',N,40212008,77241374
000000000029663,1910,1962.0,5,1,3,'1 MI SOUTH OF LOYSVILLE',N,40210340,77214156
000000000029664,1949,0.0,5,1,3,'2 MI W OF LANDISBURG',N,40201754,77200340
000000000029665,1962,0.0,5,1,3,'1 MI SOUTH OF LOYSVILLE',N,40201740,77200454
000000000029667,1933,1987.0,5,1,3,'2 MI N OF FORT ROBINSON',N,40230145,77243589
000000000029668,1968,0.0,5,1,3,'AT DROMGOLD',N,40203925,77113945
000000000029671,1918,0.0,5,1,3,'2 MI.S.W. OF SHERMANSDALE',N,40184463,77103309
000000000029672,1919,0.0,5,1,3,'1 MI W OF SHERMANDALE',N,40191036,77100428
000000000029676,1910,1963.0,5,1,3,'1 MI NORTH OF LEBO',N,40185805,77161161
000000000029677,1903,2007.0,4,1,3,'SAVILLE BRIDGE',N,40261680,77234605
000000000029687,1938,1950.0,5,1,3,'3MI N OF NEW BLOOMFIELD',N,40263707,77131865
000000000029688,1956,0.0,5,1,3,'4 MI E OF ESHCOL',N,40295219,77142914
000000000029690,1948,0.0,5,1,3,'1 MI W OF WILA',N,40290130,77112028
000000000029692,1940,1995.0,5,1,3,'1 MI.S.OF DONNALLYS MILL',N,40302891,77135103
000000000029695,1949,0.0,5,1,3,'1 MI W OF ESHCOL',N,40265215,77191083
000000000029700,1961,0.0,5,1,3,'4 MI. W. NEWPORT',N,40265584,77120447
000000000029701,1940,1989.0,5,1,3,'1 MI SW OF NEWPORT',N,40275298,77081645
000000000029711,1918,0.0,4,1,5,'1.5 NE N.GRMNTN SHRM/JCKS',N,40185460,77324332
000000000029713,1904,0.0,4,1,5,'1.0 SE BLAIN/SHERM/JCKSN',N,40194566,77292902
000000000029714,1950,0.0,5,1,5,'1.5 SE BLAIN BULL RUN',N,40190038,77291192
000000000029716,1985,0.0,5,1,5,'2 SW MARKLSVIL BUFFALO CR',N,40273628,77160507
000000000029717,1940,0.0,5,1,5,'3 SW LIVERPOOL/WILDCAT CK',N,40332591,77030107
000000000029721,1905,1977.0,5,1,5,'0.5 MI SE BIXLERS RUN',N,40220441,77233299
000000000029724,1920,0.0,5,1,5,'NWPRT OLVR/LIT.BUFFALO CR',N,40283068,77074317
000000000029725,1900,1994.0,4,1,5,'1.5 NW NEWPORT/B.BUFFALO',N,40292218,77092934
000000000029726,1930,0.0,5,1,5,'1.5 NW DUNCANNON/L.JUNIAT',N,40244095,77025574
000000000029727,1985,0.0,5,1,5,'1 NW DUNCANNON/L.JUNIATA',N,40240427,77022762
000000000029729,1976,0.0,5,1,5,'1 W MARYSVILLE/FISHING CK',N,40194146,76580812
000000000029730,1989,0.0,5,1,5,'1 W MARYSVILLE/FISHING CR',N,40194846,76573458
000000000029733,1986,,5,1,5,'3.5 NE KISTLER BIG BUF.CK',N,40252712,77231420
000000000029734,1965,0.0,5,1,5,'3 NE KISTLER/BIG BUFFALO',N,40243614,77231085
000000000029735,1990,0.0,5,1,5,'3 MI.NE KISTLER B.BUFFALO',N,40250410,77230039
000000000029736,1996,0.0,5,1,5,'1 MI.SE ICKSBG.PANTHER CK',N,40265075,77202312
000000000029737,1955,1972.0,5,1,5,'4 SW LNDISBRG.LAUREL RUN',N,40192181,77224064
000000000029738,1923,0.0,5,1,5,'4.5 SW LANDISBURG/LAUREL',N,40190660,77230924
000000000029742,1930,0.0,5,1,5,'1.5 SW N GRMNTWN/SHERMAN',N,40174114,77353260
000000000029743,1989,0.0,5,1,5,'2.5 S.N.GRMNTWN. SHULTZ',N,40163018,77342800
000000000029745,1998,0.0,5,1,5,'2.5 SE N GRMNTWN/SHAEFFER',N,40164041,77322236
000000000029746,1891,0.0,4,1,5,'1 S.GRMNTWN/SHRMN CREEK',N,40182457,77340566
000000000029747,1979,0.0,5,1,5,'3 SW DONLY MILS/RACON CR',N,40295291,77164802
000000000029748,1977,0.0,5,1,5,'2 SW BRIDGEPORT/MCCABE RU',N,40185193,77190633
000000000029749,1960,0.0,5,1,5,'1 SW BRDGPRT. MCCABE RUN',N,40183474,77194170
000000000029750,1950,0.0,5,1,5,'3.5 SW BRDGPRT MCCABE RUN',N,40180935,77201356
000000000029751,1871,2003.0,4,1,5,'.4SW LNDISBRG SHERMAN CRK',N,40200975,77183390
000000000029752,1977,0.0,5,1,5,'2.5 SW BRIDGEPORT/MACCABE',N,40191789,77175023
000000000029753,1940,1985.0,5,1,5,'1 NW LANDISBURG/MONTOUR',N,40211237,77185942
000000000029754,1950,0.0,5,1,5,'1.2 SE LOYSVILLE/MUDDY',N,40210935,77195522
000000000029758,1998,0.0,5,1,5,'4 W DUNCANNON/DARK RUN',N,40230885,77055938
000000000029759,1810,0.0,1,1,5,'.2 SW DELV. SHERM.C WHTFD',N,40214882,77065920
000000000029761,1930,0.0,5,1,5,'3.3NW DUNCANNON/JUNIATA',N,40252276,77050237
000000000029771,1933,0.0,5,1,5,'MARYSVILLE BORO/FISHNG CR',N,40201944,76552834
000000000029775,1969,0.0,5,5,5,'KINGS HWY. FISHING CK.',N,40200882,76560677
000000000029776,1998,,5,1,7,'1200 SE OF LAUREL RUN RD',N,40173083,77261716
000000000029777,1983,1998.0,5,1,7,'2000 SE OF LAUREL RUN RD',N,40172867,77261500
000000000029779,1986,,5,1,7,'1.7 MI NE OF SR 3002',N,40210252,77343107
000000000029780,1939,2005.0,5,1,7,'1.2 MI NW OF COWPENS ROAD',N,40150324,77314692
000000000029781,1939,2001.0,5,1,7,'2000 S OF BACK HOLLOW RD',N,40153636,77334680
000000000029782,1999,,5,1,7,'3 MI SW OF ELK HILL RD',N,40153240,77292508
000000000029784,2000,,5,1,7,'1 MI NE OF MEADOWS RD',N,40161740,77283288
000000000029786,1971,0.0,5,1,7,'LITTLE BUFFALO STATE PARK',N,40270468,77112975
000000000029787,1937,1991.0,5,1,7,'FOWLERS HOLLOW STATE PARK',N,40162352,77344728
000000000029788,1965,0.0,5,1,3,'MIDWAY EXIT',N,40284837,77024662
000000000029790,1959,1984.0,5,5,2,'PALMYRA TWP @ JCT TR 590',N,41274164,75105325
000000000029791,1959,0.0,5,5,2,'PALMYRA TWP .1 M E TR 590',N,41274200,75112400
000000000029792,1950,0.0,5,1,2,'PALMYRA TWP 1 M E TR 507',N,41262002,75092363
000000000029797,1926,0.0,5,1,2,'LACKAWAXEN TP 2 M W TR739',N,41251560,75061103
000000000029800,1964,1981.0,5,1,2,'SHOHOLA TWP 2.4M E TR 434',N,41233594,74580620
000000000029804,1957,0.0,5,1,2,'DINGMAN TWP 2.3 M W I-84',N,41210477,74523539
000000000029805,1968,2009.0,5,1,2,'MILFORD TWP OVER I-84',N,41201854,74501433
000000000029806,1957,2014.0,5,1,2,'MILFORD TWP .5 M S I-84',N,41200520,74492884
000000000029810,1939,0.0,5,5,2,'MATAMORAS BORO @ JCT 1017',N,41221826,74414977
000000000029811,1968,2006.0,5,1,1,'GREENE TWP 1.5 M W TR 507',N,41204913,75201912
000000000029813,1968,2006.0,5,1,1,'GREENE TWP 1.2 M W TR 507',N,41204039,75200227
000000000029816,1968,0.0,5,1,1,'GREENE TWP OVER TR 507',N,41203000,75190000
000000000029819,1968,0.0,5,1,3,'GREENE TWP 1 M E TR 507',N,41202825,75174856
000000000029825,1968,0.0,5,1,1,'PALMYRA TWP .6 M W TR 390',N,41213595,75125504
000000000029826,1968,0.0,5,1,1,'PALMYRA TWP OVER TR 390',N,41213792,75120995
000000000029827,1968,2006.0,5,1,1,'PALMYRA TWP OVER TR 390',N,41213895,75120880
000000000029835,1967,2006.0,5,1,1,'BLMING GRV TP 2 M E TR402',N,41212212,75052776
000000000029836,1967,2006.0,5,1,1,'BLMG GRVE TP 2.3M E TR402',N,41212421,75052518
000000000029843,1967,0.0,5,1,1,'DINGMAN TWP @ MILE 36.9',N,41205673,75003407
000000000029848,1966,2006.0,5,1,1,'DINGMAN TWP @ MILE 41.6',N,41203676,74552003
000000000029849,1966,2011.0,5,1,1,'DINGMAN TWP MILE 41.6',N,41203779,74551913
000000000029854,1968,2006.0,5,1,1,'DINGMAN TWP OVER SR 2011',N,41202429,74523762
000000000029855,1968,0.0,5,1,1,'DINGMAN TWP OVER SR 2011',N,41202660,74523944
000000000029856,1969,2015.0,5,1,1,'MLFRD TWP OVR T-428    RD',N,41202436,74492876
000000000029857,1969,2015.0,5,1,1,'MILFORD TWP OVER SR 2015',N,41202556,74492835
000000000029859,1969,2018.0,5,1,1,'MILFORD TWP OVER SR 2017',N,41203606,74483438
000000000029861,1969,2015.0,5,1,1,'MILFORD TWP OVER SR 2017',N,41203729,74483492
000000000029866,1969,2015.0,5,1,1,'WESTFALL TWP OVER SR 1013',N,41203825,74454321
000000000029868,1969,2014.0,5,1,1,'WESTFALL TWP OVER SR 1013',N,41203920,74454343
